ID|SalesArea|Revenue|TimeSince1stOpening|TimeSinceLastOpening|HasCoffee|IsInShoppingMall|HasOnSiteBakery|Population_by_ZC_area_500m|Population500m|Population200m|Population100m|PurchasingPower500m|PurchasingPower200m|PurchasingPower100m|AlcSpending|FoodNonAlcSpending|TobaccoSpending|PopulationDistrict|NonNetworkShopsPerPop|NonNetworkShopsPerPP|NonNetworkShops|ZabkaCount500m|ZabkaCount200m|ZabkaCount100m|SelectedGFKNetworksPerPop|SelectedGFKNetworksPerPP|SelectedGFKNetworksPerZCArea|SelectedGFKNetworks|HighPriceCompetitors500m|HighPriceCompetitors200m|HighPriceCompetitors100m|LowPriceCompetitors500m|LowPriceCompetitors200m|LowPriceCompetitors100m|Discount_500mers500m|Discount_200mers200m|Discount_100mers100m|LiquorStores500m|LiquorStores200m|LiquorStores100m|DirectCompetitors500m|DirectCompetitors200m|DirectCompetitors100m|traditional_shops_100m|traditional_shops_200m|traditional_shops_500m|HasBiedronkaIn500|HasBiedronkaIn200|HasBiedronkaIn100|HasOtherDiscounterIn500|HasOtherDiscounterIn200|HasOtherDiscounterIn100|HasLiqureStoreIn500|HasLiqureStoreIn200|HasLiqureStoreIn100|DirectCompetitorsPerPP100K500m|DirectCompetitorsPerPP100K200m|DirectCompetitorsPerPP100K100m|DistanceCenterCompetitorsin200|TransportPOIs500m|TransportPOIs200m|TransportPOIs100m|TrafficDriversPOIs500m|TrafficDriversPOIs200m|TrafficDriversPOIs100m|AccomodationPlaces|CafeRestaurants500m|CafeRestaurants200m|CafeRestaurants100m|HasBigTrafficGenerator500m|HasBigTrafficGenerator200m|HasBigTrafficGenerator100m|HasChurchesIn500|HasChurchesIn200|HasChurchesIn100|HasBigDrugstoreIn100|HasSchoolIn200|HasSchoolIn100|HasMetroTrainStIn500|HasMetroTrainStIn200|HasMetroTrainStIn100|HasBusStopIn100|HasBusStopIn50|HasHospitalIn50|OfficeArea500m|OfficeArea200m|OfficeArea100m|asRuralArea500m|RuralArea200m|RuralArea100m|IsOfficeDistrict|DistanceCenterTrafficDriversin200|HasRossmannIn100|DistrictCategory|PP_PC_GMINA_CAT|POP_GMINA_CAT|IsCapitalCity|odl_drogi_krajowe_50m|odl_drogi_krajowe_25m|LocationClass|odl_drogi_sec_tert_25m|AccomodationPlacesPerPop|IsTouristicDistrict
40|0,14626865671641792|0,3449952210963626|,936842105263|,564245810055|0|1|0|3000|990|14,928687777924189|3,7321714569580338|2257823,1880540536|361251,68177505909|90312,908646444659|19114|104607|13986|16349|8,6666666666666663E-3|1,1515516421996081E-5|26|1|1|1|3,3333333333333332E-4|4,4290447776908005E-7|8,5270401899800854E-9|1|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|3|7|1|1|0|0|0|0|0|0|0|4,4290447776908007E-2|0,27681532030144868|1,1072614258442077|143,80689689729286|1|1|0|5|3|2|86|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36399373361805848|0|0|0|93,710050340739983|0|miejsko-wiejska|20-25TYS|<20TYS|0|0|0|neighbourhood|0|5,2602605663954982|0
67|0,11044776119402985|0,22879581408100294|,921052631578|,782122905027|0|0|0|452|3299|72,274567172126268|18,06863357066392|10190956,661523128|1630554,9861883563|407638,56104583893|124332|706410|104538|71959|0,80973451327433632|3,5914194531104802E-5|366|1|1|1|1,9911504424778761E-2|8,8313593109274107E-7|6,2872423326107626E-8|9|2|1|0|3|1|0|2|0|0|1|0|1|0|0|0|1|2|14|1|0|0|1|0|0|1|0|0|9,8126214565860126E-3|6,1328811875129452E-2|0,24531535913442448|104,48296733399182|9|0|0|6|3|1|625|4|1|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|14,026186413606139|0|miejska|20-25TYS|50-200TYS|0|0|0|institutional hub|1|8,6855014661126475|0
84|0,11044776119402985|0,25589043195211392|,915789473684|,793296089385|0|0|0|492|2111|78,796565578401427|19,699142238528299|11003875,362478232|1760623,2798749027|440155,83882537467|172684|977385|140302|60743|0,16869918699186992|7,5427971751678578E-6|83|1|1|1|4,2682926829268296E-2|1,9084185623918679E-6|1,9349768134539591E-7|21|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|5|1|0|0|0|0|0|0|0|0|1,8175414879922549E-2|5,6798067561111248E-2|0,22719226051133568|200|0|0|0|1|0|0|296|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,25204343903652032|0,22835954858514618|0,12393767461113438|0|190,04641388212315|0|miejska|20-25TYS|50-200TYS|0|0|0|shopping street|1|4,8729894802693314|0
95|0,13432835820895522|0,30700256055123371|,900000000000|,391061452513|1|0|0|361|2294|57,826292590839891|14,456574253084563|9949818,6437221542|1591973,5981026504|397993,42995692632|115307|617756|84027|40759|0,17174515235457063|6,2312693547554208E-6|62|2|1|1|8,3102493074792248E-3|3,0151303329461711E-7|7,8206483303140609E-8|3|0|0|0|2|0|0|1|0|0|0|0|0|1|0|0|0|0|2|0|0|0|1|0|0|0|0|0|3,0151303329461712E-2|6,2815112084259578E-2|0,25126042912523133|200|7|1|0|5|3|0|10132|2|2|1|1|1|0|1|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0,19366025936353404|1,6291259260776129E-2|0|0|35,479373346612086|0|miejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|1|248,58313501312594|0
112|0,13432835820895522|0,24979221390842352|,610526315789|,195530726256|0|0|0|6035|6054|1197,5096341735123|364,59166230017809|178024481,25381762|35047115,804939635|10711106,643984497|984445|5461190|778352|117699|4,9710024855012429E-3|1,6851614895160195E-7|30|8|4|4|9,9420049710024854E-4|3,370322979032039E-8|3,469748962049509E-6|6|2|0|0|1|0|0|3|0|0|4|2|4|0|0|0|0|0|7|1|0|0|0|0|0|1|1|1|4,4937639720427185E-3|1,1413207358524576E-2|3,7344413914938049E-2|29,071322293607789|7|2|0|24|6|2|1039|8|2|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|6500|0|0|0|0|0|0|17,639888922441877|0|miejska|25-30TYS|50-200TYS|1|0|0|neighbourhood|0|8,8276026134461638|0
115|0,11940298507462686|0,36726181025492105|,915789473684|,201117318435|0|0|0|5155|7160|824,78010349461078|206,19496517552381|119087675,98478943|19054063,819417059|4763514,5526065426|1073334|6035021|876919|112697|2,1920465567410282E-2|9,4888072225402241E-7|113|1|1|1|9,6993210475266732E-4|4,1985872666107188E-8|5,3984146505425539E-7|5|7|3|1|0|0|0|0|0|0|0|0|0|1|1|0|1|2|7|0|0|0|0|0|0|0|0|0|1,6794349066442877E-3|1,0496448521191045E-2|2,0992903222113828E-2|72,082300333365311|10|2|1|0|0|0|549|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|133,94858702973514|0|miejska|20-25TYS|50-200TYS|0|0|0|neighbourhood|0|4,8714695156037875|0
125|0,16417910447761194|0,33243688741442667|,910526315789|,424581005586|0|0|0|1121|3948|178,29859141447284|44,574812055934188|28701119,230553992|4568513,3020479856|1142132,5328389239|573719|3106105|430900|127431|0,17127564674397858|6,6896345908212863E-6|192|4|1|1|8,0285459411239962E-3|3,1357662144474778E-7|1,3585810061003095E-7|9|0|0|0|2|0|0|2|1|0|2|0|2|0|0|0|0|1|3|1|1|0|0|0|0|1|0|0|1,3936738730877678E-2|2,1888958921312918E-2|8,7555513151732545E-2|177,18035139893658|8|0|0|5|1|1|342|11|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|63,90982865722335|0|miejska|25-30TYS|50-200TYS|0|0|0|institutional hub|0|2,6838053534854156|0
130|0,11641791044776119|0,32322296726953192|,926315789473|,843575418994|0|0|0|583|4465|93,308514823056683|23,326992792357942|13707590,217630394|2193206,5293058576|548298,43769657949|80178|460263|66141|69483|0,29159519725557459|1,240188810002139E-5|170|3|2|2|0,10463121783876501|4,4500892594194398E-6|6,1262389476333225E-7|61|5|1|0|0|0|0|0|0|0|1|1|1|0|0|0|2|5|27|0|0|0|0|0|0|1|1|0|2,1885684882390691E-2|9,1190682376501644E-2|0,3647648547754519|121,71878301515201|12|1|0|32|11|2|716|43|16|3|1|0|0|1|1|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|52,040279835959502|0|miejska|20-25TYS|50-200TYS|0|0|0|institutional hub|0|10,304678842306751|0
137|0,13432835820895522|0,25549478576739781|,900000000000|,759776536312|0|0|0|592|3004|94,682115517419859|23,670546996962639|14051404,285176896|2248225,2280746042|562056,73722093808|185947|1014320|140561|56397|0,13513513513513514|5,6933811294856548E-6|80|3|1|1|3,3783783783783786E-3|1,4233452823714137E-7|2,6719775532356748E-8|2|3|1|0|0|0|0|1|1|0|0|0|0|1|0|0|1|2|5|1|1|0|0|0|0|0|0|0|2,8466905647428275E-2|4,4479529342191702E-2|0,17791798118895449|107,64508269940784|11|2|1|10|0|0|151|8|4|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26,565625313635007|0|miejska|20-25TYS|50-200TYS|0|0|0|neighbourhood|0|2,6774473819529407|0
140|0,16119402985074627|0,17813129958332627|,905263157894|,173184357541|0|0|0|5653|6033|799,73239199071679|271,97005961557738|151699050,24018592|21193045,221973788|7266640,9646512754|996829|5492983|780975|295198|1,2736600035379445E-2|4,7462393394027198E-7|72|1|1|1|2,2996638952768439E-3|8,5695988072549111E-8|6,6588652322445824E-6|13|3|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|1|5|0|0|0|0|0|0|0|0|0|6,5919990825037775E-4|4,7185290718068226E-3|1,3761516564042734E-2|200|9|2|1|19|4|3|2225|2|1|0|0|0|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|75,348135750566811|1|miejska|25-30TYS|200-500TYS|1|0|0|neighbourhood|0|7,5373139384413177|0
142|0,10746268656716418|0,22395693615689793|,910526315789|,474860335195|0|0|0|577|1982|92,399034854264244|23,099757954150061|13551374,174708849|2168219,3657042645|542054,82360574487|219437|1219748|179018|47525|0,21490467937608318|9,1503635278127908E-6|124|1|1|1|5,1993067590987872E-3|2,2137976276966427E-7|4,6414819705329306E-8|3|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|6|0|0|0|0|0|0|0|0|0|7,3793254256554761E-3|4,6120794593825037E-2|0,18448318444027617|200|17|5|3|5|0|0|175|6|3|1|0|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|5,3561950490461488E-2|0|0|0|55,303108233975799|0|miejska|20-25TYS|20-50TYS|0|0|0|transport hub|1|3,682272488164124|0
150|0,11343283582089553|0,2059702197806782|,910526315789|,581005586592|0|1|0|58|2625|8,1943000710211464|2,0485740300054536|1153059,7179988509|155659,38641154871|38914,827839535632|11712|70250|10301|9178|1,1724137931034482|5,8973528377190064E-5|68|1|1|1|0,31034482758620691|1,561063986455031E-5|4,3702935540743729E-8|18|3|1|1|1|1|0|0|0|0|1|1|1|0|0|0|1|3|3|0|0|0|0|0|0|1|1|1|8,6725777025279505E-2|0,64242833217657336|2,5697145677310362|38,226907230977055|0|0|0|3|2|0|92|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,56551186509581219|0,11637753682968442|0|0|62,38806932077587|0|miejsko-wiejska|<20TYS|<20TYS|0|0|0|neighbourhood|1|10,023970363913707|0
153|0,11641791044776119|0,22007466667194753|,905263157894|,653631284916|0|0|0|5209|5290|741,57330571058867|138,0285388580244|140642748,31345442|20072711,663600005|3713290,4283407978|523331|2879122|410732|203804|1,0366673065847572E-2|3,8395154138803296E-7|54|11|1|1|2,3037051257439049E-3|8,5322564752896216E-8|7,6962503323169743E-6|12|0|0|0|0|0|0|1|0|0|6|0|6|4|0|0|0|3|26|1|0|0|0|0|0|1|0|0|1,0665320594112026E-2|4,9818879320296661E-3|2,6930293207548219E-2|200|15|2|0|32|4|0|2162|12|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|53,674416960942594|0|miejska|25-30TYS|200-500TYS|1|0|0|institutional hub|0|10,608231438048321|0
159|0,1373134328358209|0,21235494596902157|,915789473684|,519553072625|0|0|0|809|2700|129,51231585573501|32,378088731559657|20236435,477402806|3237835,6991527937|809459,16898094281|307862|1712423|241457|35421|7,2929542645241041E-2|2,9155332254972901E-6|59|1|1|1|1,4833127317676144E-2|5,929898085757201E-7|3,3406744170034437E-7|12|2|0|0|2|2|1|0|0|0|1|0|1|0|0|0|0|0|3|0|0|0|0|0|0|1|0|0|4,9415817381310003E-3|3,0884828413673314E-2|0,1235392763861006|83,392988554172334|6|0|0|4|2|0|735|3|0|0|1|1|1|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|91,75124502399126|0|miejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|1|20,750402303718133|0
167|0,12835820895522387|0,33302723149972374|,905263157894|,960893854748|0|0|0|1290|6138|206,42868758275227|51,607410638284918|31169637,36762552|4987132,6142450515|1246788,9213690469|386710|2217571|328010|142950|0,01937984496124031|8,0206258754766137E-7|25|2|1|1|6,9767441860465115E-3|2,8874253151715808E-7|9,7819380543997759E-7|9|1|0|0|1|0|0|1|1|0|1|1|1|1|1|0|6|7|11|0|0|0|1|1|0|1|1|1|9,6247510505719364E-3|4,0103204680927831E-2|8,0206038316569389E-2|99,591620626769426|12|4|2|17|12|3|436|8|4|1|0|0|0|0|0|0|0|1|1|0|0|0|1|1|0|0|0|0|0|0|0|0|23,445124033247033|0|miejska|20-25TYS|50-200TYS|0|0|0|transport hub|1|3,0500174886323888|0
170|0,14328358208955225|0,36747406802018961|,910526315789|,782122905027|0|0|0|36|3088|5,7099479805331548|1,4274821172226402|719262,3377960138|115081,50137806834|28770,277032363821|62007|351800|51329|15739|0,97222222222222221|4,8660965771192881E-5|35|2|2|1|8,3333333333333329E-2|4,1709399232451045E-6|8,9469582050688657E-9|3|2|0|0|0|0|0|1|0|0|2|2|2|0|0|0|1|4|13|0|0|0|1|0|0|1|1|1|0,27806266154967363|1,7378987726529176|3,4758094226033878|99,309146597766656|0|0|0|6|5|3|649|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|46,196155131141161|0|miejsko-wiejska|20-25TYS|<20TYS|0|0|0|neighbourhood|0|41,235148357583071|0
172|0,11044776119402985|0,15097828355869464|,915789473684|,653631284916|0|0|0|25|463|3,9681212156315095|0,99202979487591669|478428,9894348114|76548,614742322185|19137,143865897797|6016|35753|5204|11549|1|5,225435864480864E-5|25|1|1|1|8,0000000000000002E-2|4,1803486915846917E-6|6,2105063766104259E-9|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,20901743457923458|1,3063593683128014|5,2254401545362796|200|0|0|0|0|0|0|150|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,82268249063892951|0,65132643428452364|0,6822467941115159|0|200|0|miejsko-wiejska|<20TYS|<20TYS|0|1|1|neighbourhood|0|12,988137501082345|0
176|0,11940298507462686|0,19411175887307455|,894736842105|,106145251396|0|1|0|537|2218|85,969105481096278|21,492069438009398|13786502,05646579|2205830,9201103277|551452,42047381564|139952|778359|107624|39196|0,12849162011173185|5,0048953474488769E-6|69|2|2|1|5,5865921787709499E-3|2,176041455412555E-7|5,9893639088854161E-8|3|4|0|0|2|1|0|1|0|0|1|0|1|0|0|0|4|7|11|1|0|0|0|0|0|1|0|0|0,0145069430360837|9,0668780719601452E-2|0,1813393074131012|41,756002385559896|10|2|2|17|11|5|87|15|9|3|1|0|0|1|0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|20,009364146807044|1|miejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|0|2,2196142463516684|0
178|0,10746268656716418|0,19455703294849661|,910526315789|,139664804469|0|0|0|507|5649|81,801970380621526|20,450498031265774|12597557,23183142|2033923,7717986291|508481,0781130782|1214567|6928026|1018257|116914|0,7100591715976331|2,8576968802360708E-5|360|2|1|1|2,9585798816568046E-2|1,1907070334316961E-6|8,2731095591639135E-8|15|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|1|2|8|1|0|0|0|0|0|0|0|0|0,01587609377908928|4,9166051051937172E-2|0,19666415193086415|200|10|2|0|7|0|0|539|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|103,40731202810676|0|miejska|20-25TYS|50-200TYS|0|0|0|neighbourhood|0|4,610226320201174|0
185|0,14328358208955225|0,14080636062856172|,910526315789|,620111731843|0|0|0|1056|4454|169,0136717119637|42,25342647042784|25744616,025897566|4119153,0691677602|1029788,4754857793|330408|1873468|271656|106664|0,18465909090909091|7,5743992376441545E-6|195|1|1|1|0,05113636363636364|2,0975259427322275E-6|6,5604028692997745E-7|54|2|0|0|1|0|0|1|0|0|1|0|1|0|0|0|0|1|7|0|0|0|1|0|0|1|0|0|3,8843073013559767E-3|2,4276835145678174E-2|9,7107320950379897E-2|200|14|4|1|2|0|0|656|1|0|0|1|0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|57,163957837415424|0|miejska|20-25TYS|50-200TYS|0|0|0|transport hub|1|6,1501537538438464|0
